order_id,order_date,customer_name,customer_phone,product_id,product_name,quantity,total_amount,discount_amount,status,comment,delivery_date,gift_card
2029912910638,2024-03-13 03:48:31,анна СМиРновА,+7 9544 00 45,1,кОрм дЛя сОбак,5,2182.68,317.32,CoMPlETed,Всё отлично!,09.03.2024,7393541080944537
2029912909123,2024-03-27 15:16:53,АЛеКсеЙ миХаЙЛОв,8(9781) 06-43,2,ИгРуШкА мяЧ,1,294.83,5.17,caNcEllED,Проверить наличие,2024-03-12,6740041071574576
2029912909123,2024-03-27 15:16:53,АЛеКсеЙ миХаЙЛОв,8(9781) 06-43,5,молОКо,3,8447.91,552.09,CAnceLlED,Проверить наличие,2024-03-12,6740041071574576
2029912908556,2024-03-17 17:32:15,сЕргеЙ СиДорОВ,+7(9165)18-92,3,амУниЦИя дЛЯ собАК,3,2899.34,700.66,PROceSSing,"Задержка с доставкой, печалька...",2024-03-06,1427429564961865
2029912908556,2024-03-17 17:32:15,сЕргеЙ СиДорОВ,+7(9165)18-92,1,КОрМ ДЛЯ СобАК,2,811.71,188.29,proCeSsinG,"Задержка с доставкой, печалька...",2024-03-06,1427429564961865
2029912908556,2024-03-17 17:32:15,сЕргеЙ СиДорОВ,+7(9165)18-92,1,корм для СоБАк,4,1964.58,35.42,PRoCESsing,"Задержка с доставкой, печалька...",2024-03-06,1427429564961865
2029912907653,2024-03-29 02:50:41,иВАН ИВАнОв,+7 9332 43 52,2,ИгРушКа Мяч,3,810.54,89.46,ProcESsiNg,Нужно уточнить сроки,2024/03/02,5400040208300223
2029912907653,2024-03-29 02:50:41,иВАН ИВАнОв,+7 9332 43 52,2,игРушКА МяЧ,2,562.65,37.35,procesSIng,Нужно уточнить сроки,2024/03/02,5400040208300223
2029912906718,06.03.2024 00:06,ИвАН иВаНОВ,+7 9825 86 03,1,кОРМ ДЛя СОБак,2,947.48,52.52,complEtED,подарок вовремя,2024/03/30,9345735072600498
2029912905775,2024-03-23 04:53:25,НАталЬЯ ваСИльева,+7(9019)78-57,5,мОЛоко,2,5324.88,675.12,canceLled,подарок вовремя,2024-03-08,8542030030672867
2029912904853,17.03.2024 10:42,аЛЕКСей МихаЙлоВ,+7 9005 49 28,3,АМУНицИЯ дЛя СОбаК,4,3850.49,949.51,PRoCeSSING,Нужно уточнить сроки,2024-03-21,2360018038463758
2029912904853,17.03.2024 10:42,аЛЕКСей МихаЙлоВ,+7 9005 49 28,4,ПодпИСКА На Газету,3,1632.3,167.7,proCesSIng,Нужно уточнить сроки,2024-03-21,2360018038463758
2029912903764,13.03.2024 08:07,СЕрГЕй сИдОрОВ,+7 9961 94 75,5,мОлОКО,2,5403.25,596.75,COMpleTED,спасибо за заказ,2024/03/05,6334069009865903
2029912903764,13.03.2024 08:07,СЕрГЕй сИдОрОВ,+7 9961 94 75,4,ПОДПиСкА НА ГаЗЕту,3,1668.35,131.65,comPlETed,спасибо за заказ,2024/03/05,6334069009865903
2029912903764,13.03.2024 08:07,СЕрГЕй сИдОрОВ,+7 9961 94 75,4,пОдпИсКА на гАЗеТУ,2,989.53,210.47,CoMpletED,спасибо за заказ,2024/03/05,6334069009865903
2029912903764,13.03.2024 08:07,СЕрГЕй сИдОрОВ,+7 9961 94 75,5,мОлОКо,2,5279.21,720.79,COmPLEted,спасибо за заказ,2024/03/05,6334069009865903
2029912903764,13.03.2024 08:07,СЕрГЕй сИдОрОВ,+7 9961 94 75,2,ИгРушКА мяЧ,1,297.13,2.87,COMpleTeD,спасибо за заказ,2024/03/05,6334069009865903
2029912902517,2024/03/12 04:00:35,Ольга КУЗНецовА,8(9718) 85-96,4,пОдПиСкА нА ГАЗЕТу,3,1710.48,89.52,cOmplEteD,спасибо за заказ,2024-03-02,0392488528269162
