order_id,order_date,customer_name,customer_phone,product_id,product_name,quantity,total_amount,discount_amount,status,comment,delivery_date,gift_card
2029935166676,2024-04-27 22:06:57,михаИл ОрЛов,8(9487) 65-16,3,АмУнИЦИЯ дЛя сОБАк,5,5777.05,222.95,CaNcELlED,спасибо за заказ,2024/04/28,2177366849667057
2029935166676,2024-04-27 22:06:57,михаИл ОрЛов,8(9487) 65-16,4,ПОДпИсКа нА гАЗЕту,5,2563.71,436.29,caNCElLeD,спасибо за заказ,2024/04/28,2177366849667057
2029935165896,2024-04-06 00:42:33,мИхАиЛ орЛОВ,+7 9726 69 49,5,мОЛокО,2,5459.81,540.19,cANcelLeD,спасибо за заказ,2024/04/13,4767904161297954
2029935165896,2024-04-06 00:42:33,мИхАиЛ орЛОВ,+7 9726 69 49,2,игРУшКА Мяч,2,593.42,6.58,CAncElLeD,спасибо за заказ,2024/04/13,4767904161297954
2029935165896,2024-04-06 00:42:33,мИхАиЛ орЛОВ,+7 9726 69 49,5,мОЛОКо,4,10798.28,1201.72,canceLlED,спасибо за заказ,2024/04/13,4767904161297954
2029935165896,2024-04-06 00:42:33,мИхАиЛ орЛОВ,+7 9726 69 49,5,молоКо,1,2790.66,209.34,CAnCELLEd,спасибо за заказ,2024/04/13,4767904161297954
2029935165896,2024-04-06 00:42:33,мИхАиЛ орЛОВ,+7 9726 69 49,4,ПоДпИсКа НА гАЗЕтУ,2,1058.9,141.1,CancEllED,спасибо за заказ,2024/04/13,4767904161297954
2029935164987,2024/04/26 19:27:53,МАРИя пЕТрОва,+7(9851)20-14,4,пОДпИСКа НА ГаЗЕтУ,4,2081.9,318.1,ComplEtED,Ждём с нетерпением!,07.04.2024,0876058333402648
2029935164987,2024/04/26 19:27:53,МАРИя пЕТрОва,+7(9851)20-14,4,ПоДПИСкА нА газЕтУ,5,2617.97,382.03,ComPlETED,Ждём с нетерпением!,07.04.2024,0876058333402648
2029935164987,2024/04/26 19:27:53,МАРИя пЕТрОва,+7(9851)20-14,5,МолоКО,1,2834.47,165.53,coMPletED,Ждём с нетерпением!,07.04.2024,0876058333402648
2029935163868,2024-04-20 05:17:37,михАиЛ ОрЛОВ,+7(9352)23-01,4,ПОдпискА на гаЗЕТУ,3,1678.86,121.14,caNCeLLeD,Всё отлично!,2024/04/10,2907412808367137
2029935163868,2024-04-20 05:17:37,михАиЛ ОрЛОВ,+7(9352)23-01,5,молОко,1,2823.71,176.29,CaNcEllED,Всё отлично!,2024/04/10,2907412808367137
2029935163868,2024-04-20 05:17:37,михАиЛ ОрЛОВ,+7(9352)23-01,2,ИГрУШКА мяЧ,3,783.62,116.38,caNcelLeD,Всё отлично!,2024/04/10,2907412808367137
2029935163868,2024-04-20 05:17:37,михАиЛ ОрЛОВ,+7(9352)23-01,3,амунициЯ ДЛЯ СОБАк,3,3135.0,465.0,CAncEllED,Всё отлично!,2024/04/10,2907412808367137
2029935162297,21.04.2024 07:12,МАриЯ ПЕТРоВА,+7(9674)67-79,1,КОРМ дЛя СобАк,5,2124.56,375.44,ProCesSing,подарок вовремя,13.04.2024,4436647360004411
