order_id,order_date,customer_name,customer_phone,product_id,product_name,quantity,total_amount,discount_amount,status,comment,delivery_date,gift_card
2029921374108,13.02.2024 09:56,СЕрГЕй СиДОРов,+7 9224 72 71,1,КорМ для соБаК,1,488.45,11.55,CANCELleD,спасибо за заказ,2024-02-19,7348571387996190
2029921373521,2024/02/10 15:44:52,алЕКсеЙ миХАйлОв,+7(9707)60-51,5,МоЛОКо,1,2409.78,590.22,PRoCESSINg,Всё отлично!,28.02.2024,6475082681774811
2029921373521,2024/02/10 15:44:52,алЕКсеЙ миХАйлОв,+7(9707)60-51,1,кОРм длЯ соБАК,1,441.3,58.7,pROcessIng,Всё отлично!,28.02.2024,6475082681774811
2029921372963,2024-02-08 20:47:28,СеРГЕй СИДоРОВ,8(9027) 15-18,4,ПодпИсКа На ГАзЕтУ,3,1729.56,70.44,cOMpleteD,спасибо за заказ,2024/02/05,7612902327212629
2029921371252,2024-02-23 11:33:21,МИХАил ОРлОв,+7 9866 62 56,3,амУнИЦиЯ Для сОбаК,2,2081.96,318.04,CANCelLeD,спасибо за заказ,17.02.2024,1612236088159566
2029921371252,2024-02-23 11:33:21,МИХАил ОРлОв,+7 9866 62 56,2,ИгРУШка мяЧ,3,841.43,58.57,cAncelLed,спасибо за заказ,17.02.2024,1612236088159566
2029921370390,2024/02/03 01:57:56,ОлЬгА куЗнЕЦоВа,8(9134) 34-67,3,АМУнИцИЯ ДЛя СОБак,2,2094.14,305.86,PRocEssINg,Нужно уточнить сроки,22.02.2024,7199623466778286
2029921369772,2024-02-19 10:09:48,михаил оРЛов,+7(9156)15-17,1,КоРМ дЛЯ СОБАк,2,819.3,180.7,CanCElLeD,спасибо за заказ,2024-02-18,9347005196426793
2029921369772,2024-02-19 10:09:48,михаил оРЛов,+7(9156)15-17,3,АМУНиЦия ДЛя СОбАк,3,3504.09,95.91,CanCELlEd,спасибо за заказ,2024-02-18,9347005196426793
2029921368781,2024-02-06 00:48:15,ЕЛЕНА нОВИкоВА,+7(9494)20-38,2,ИГРУшКа МЯч,3,746.61,153.39,cOmplETED,подарок вовремя,2024/02/13,0856611881229852
2029921368781,2024-02-06 00:48:15,ЕЛЕНА нОВИкоВА,+7(9494)20-38,5,МОлоКо,2,5142.01,857.99,CompLETeD,подарок вовремя,2024/02/13,0856611881229852
2029921368781,2024-02-06 00:48:15,ЕЛЕНА нОВИкоВА,+7(9494)20-38,2,ИгРушКА МЯч,3,884.44,15.56,cOMPLETEd,подарок вовремя,2024/02/13,0856611881229852
2029921368781,2024-02-06 00:48:15,ЕЛЕНА нОВИкоВА,+7(9494)20-38,3,амУНИЦИЯ ДЛя соБак,2,2053.81,346.19,COMPLEtEd,подарок вовремя,2024/02/13,0856611881229852
2029921368781,2024-02-06 00:48:15,ЕЛЕНА нОВИкоВА,+7(9494)20-38,3,АмуНИЦИя для СОбАк,4,3987.42,812.58,compLeTed,подарок вовремя,2024/02/13,0856611881229852
2029921367570,2024-02-10 09:06:55,НаТаЛЬя ВАСИльевА,+7 9834 75 47,5,МОлоКо,5,12585.95,2414.05,PrOceSsinG,Всё отлично!,2024-02-14,1821001964400412
2029921367570,2024-02-10 09:06:55,НаТаЛЬя ВАСИльевА,+7 9834 75 47,5,моЛоКо,4,11486.8,513.2,pRoCEsSIng,Всё отлично!,2024-02-14,1821001964400412
2029921367570,2024-02-10 09:06:55,НаТаЛЬя ВАСИльевА,+7 9834 75 47,5,молоКО,4,10369.32,1630.68,PROcEssING,Всё отлично!,2024-02-14,1821001964400412
2029921366923,2024-02-07 23:02:50,иваН иваНоВ,+7 9386 59 78,4,пОдПИскА нА гАЗЕТу,4,2207.31,192.69,canCELLEd,"Задержка с доставкой, печалька...",2024-02-13,7998554309926277
2029921366923,2024-02-07 23:02:50,иваН иваНоВ,+7 9386 59 78,1,коРМ ДлЯ СОБаК,3,1372.61,127.39,CAncelleD,"Задержка с доставкой, печалька...",2024-02-13,7998554309926277
2029921366923,2024-02-07 23:02:50,иваН иваНоВ,+7 9386 59 78,5,мОлоко,2,5495.12,504.88,cancelLed,"Задержка с доставкой, печалька...",2024-02-13,7998554309926277
2029921366923,2024-02-07 23:02:50,иваН иваНоВ,+7 9386 59 78,4,ПодПИска НА ГАЗету,5,2618.77,381.23,caNCEllED,"Задержка с доставкой, печалька...",2024-02-13,7998554309926277
2029921365123,03.02.2024 21:45,СЕргЕй СИдОРОв,+7(9439)46-31,5,МОЛОко,5,13567.2,1432.8,cOmPleted,Ждём с нетерпением!,21.02.2024,5200157410604334
2029921365123,03.02.2024 21:45,СЕргЕй СИдОРОв,+7(9439)46-31,5,молоко,5,14985.89,14.11,CompLetED,Ждём с нетерпением!,21.02.2024,5200157410604334
2029921365123,03.02.2024 21:45,СЕргЕй СИдОРОв,+7(9439)46-31,2,иГРУшКА мяч,5,1327.38,172.62,cOmPLeTED,Ждём с нетерпением!,21.02.2024,5200157410604334
2029921365123,03.02.2024 21:45,СЕргЕй СИдОРОв,+7(9439)46-31,4,ПодПисКа На газЕТУ,3,1576.0,224.0,CompLeted,Ждём с нетерпением!,21.02.2024,5200157410604334
2029921365123,03.02.2024 21:45,СЕргЕй СИдОРОв,+7(9439)46-31,2,ИГРуШка мяч,4,1071.47,128.53,COMPLETED,Ждём с нетерпением!,21.02.2024,5200157410604334
2029921364880,2024-02-17 08:23:27,СЕРГеЙ СИдоров,+7 9458 97 73,5,молокО,5,13314.51,1685.49,cOmPLEtEd,спасибо за заказ,2024/02/15,9286863950109924
2029921363357,06.02.2024 22:48,ИВаН ИВаноВ,+7(9663)21-10,2,иГРУшкА мяЧ,5,1241.41,258.59,Processing,"Задержка с доставкой, печалька...",2024-02-01,0051512585466569
2029921363357,06.02.2024 22:48,ИВаН ИВаноВ,+7(9663)21-10,1,КорМ ДЛЯ собАк,5,2118.03,381.97,PrOCessiNg,"Задержка с доставкой, печалька...",2024-02-01,0051512585466569
2029921363357,06.02.2024 22:48,ИВаН ИВаноВ,+7(9663)21-10,4,ПОДПиСКа На ГазеТу,1,587.93,12.07,PROceSsIng,"Задержка с доставкой, печалька...",2024-02-01,0051512585466569
2029921362468,2024-02-03 02:17:18,сЕрГеЙ СИДоРов,8(9635) 38-44,2,ИГРуШка мЯч,1,244.67,55.33,PRoCEsSIng,"Задержка с доставкой, печалька...",07.02.2024,8965408800953204
2029921362468,2024-02-03 02:17:18,сЕрГеЙ СИДоРов,8(9635) 38-44,2,игРУШкА Мяч,1,294.24,5.76,prOcesSiNg,"Задержка с доставкой, печалька...",07.02.2024,8965408800953204
2029921361846,28.02.2024 11:29,аНнА СМиРнОВа,+7(9329)74-25,5,мОЛОКо,2,5772.05,227.95,ComPletEd,Нужно уточнить сроки,2024/02/29,9266101592133395
2029921361846,28.02.2024 11:29,аНнА СМиРнОВа,+7(9329)74-25,2,ИГрушкА мЯЧ,4,984.73,215.27,CoMpLETed,Нужно уточнить сроки,2024/02/29,9266101592133395
2029921360372,2024-02-14 17:04:21,ЕленА НОвИКоВА,+7 9768 20 79,2,иГРУшКА мЯЧ,5,1255.98,244.02,CANCElLEd,Проверить наличие,2024-02-12,8613937728869877
2029921360372,2024-02-14 17:04:21,ЕленА НОвИКоВА,+7 9768 20 79,5,МоЛОКо,4,11057.7,942.3,caNcElleD,Проверить наличие,2024-02-12,8613937728869877
2029921360372,2024-02-14 17:04:21,ЕленА НОвИКоВА,+7 9768 20 79,4,ПодПИСка На ГазЕТУ,3,1463.66,336.34,CAnCellEd,Проверить наличие,2024-02-12,8613937728869877
