order_id,order_date,customer_name,customer_phone,product_id,product_name,quantity,total_amount,discount_amount,status,comment,delivery_date,gift_card
2029971214458,05.07.2024 08:19,АнНа СМирноВА,+7(9258)83-37,4,подписКА На гАЗЕту,1,516.94,83.06,ProCesSInG,"Задержка с доставкой, печалька...",2024-07-04,1660671034282688
2029971214458,05.07.2024 08:19,АнНа СМирноВА,+7(9258)83-37,5,моЛОКо,2,4997.24,1002.76,pROCesSINg,"Задержка с доставкой, печалька...",2024-07-04,1660671034282688
2029971214458,05.07.2024 08:19,АнНа СМирноВА,+7(9258)83-37,3,АмуницИя ДлЯ сОБАК,2,2199.86,200.14,PrOCeSSINg,"Задержка с доставкой, печалька...",2024-07-04,1660671034282688
2029971213289,2024-07-31 22:17:35,ОлЬГА КузнЕцОВа,+7 9102 37 91,1,КОрМ ДЛЯ соБак,4,1869.06,130.94,CANcELled,"Задержка с доставкой, печалька...",2024-07-20,9565312854420141
2029971212515,2024/07/12 16:16:16,дМИТрий КУзНЕЦОВ,8(9263) 27-11,2,игРуШкА мяч,3,887.58,12.42,cOmPleteD,Нужно уточнить сроки,2024-07-07,3703587951183461
2029971212515,2024/07/12 16:16:16,дМИТрий КУзНЕЦОВ,8(9263) 27-11,3,АМуНИЦия дЛЯ соБаК,3,3595.39,4.61,CoMplETeD,Нужно уточнить сроки,2024-07-07,3703587951183461
2029971212515,2024/07/12 16:16:16,дМИТрий КУзНЕЦОВ,8(9263) 27-11,1,кОрМ дЛя Собак,5,2273.06,226.94,cOMPLETEd,Нужно уточнить сроки,2024-07-07,3703587951183461
2029971212515,2024/07/12 16:16:16,дМИТрий КУзНЕЦОВ,8(9263) 27-11,3,аМуНИция ДЛЯ СОбАк,2,1937.53,462.47,coMpLeteD,Нужно уточнить сроки,2024-07-07,3703587951183461
2029971212515,2024/07/12 16:16:16,дМИТрий КУзНЕЦОВ,8(9263) 27-11,5,мОЛОко,2,5797.41,202.59,COmPletEd,Нужно уточнить сроки,2024-07-07,3703587951183461
2029971211994,2024/07/06 05:17:21,МИхАиЛ ОрлОВ,+7 9424 97 78,4,пОДПИскА на Газету,4,2191.21,208.79,caNCELleD,спасибо за заказ,2024-07-26,0629711941995252
2029971211994,2024/07/06 05:17:21,МИхАиЛ ОрлОВ,+7 9424 97 78,2,ИгРУШкА мЯч,2,481.79,118.21,CANCeLleD,спасибо за заказ,2024-07-26,0629711941995252
2029971210205,2024-07-18 08:48:13,МиХаиЛ орлОв,8(9437) 38-68,3,АМУНиЦия дЛя СОбак,3,2912.77,687.23,PRoCeSsing,подарок вовремя,31.07.2024,2539924703921506
2029971209277,2024-07-29 07:19:10,МиХаИЛ орлОв,8(9571) 39-56,2,ИгрУшка Мяч,2,490.81,109.19,caNCElLed,Проверить наличие,2024/07/20,7479495749251825
