order_id,order_date,customer_name,customer_phone,product_id,product_name,quantity,total_amount,discount_amount,status,comment,delivery_date,gift_card
2030019262935,2024/12/02 17:07:11,мИХаИЛ орлОв,8(9696) 23-34,4,пОДпИСка на ГаЗЕтУ,2,1179.31,20.69,cANCELLED,"Задержка с доставкой, печалька...",20.12.2024,1831228608737556
2030019262935,2024/12/02 17:07:11,мИХаИЛ орлОв,8(9696) 23-34,5,молОкО,5,13840.77,1159.23,CanceLleD,"Задержка с доставкой, печалька...",20.12.2024,1831228608737556
2030019262935,2024/12/02 17:07:11,мИХаИЛ орлОв,8(9696) 23-34,5,мОлоко,5,14417.31,582.69,CaNcELLED,"Задержка с доставкой, печалька...",20.12.2024,1831228608737556
2030019262935,2024/12/02 17:07:11,мИХаИЛ орлОв,8(9696) 23-34,4,пОДПИСКа На ГАзЕТУ,2,1121.1,78.9,cAnCeLlEd,"Задержка с доставкой, печалька...",20.12.2024,1831228608737556
2030019262935,2024/12/02 17:07:11,мИХаИЛ орлОв,8(9696) 23-34,4,ПодпиСкА нА ГАЗЕтУ,2,1062.98,137.02,CanCeLlED,"Задержка с доставкой, печалька...",20.12.2024,1831228608737556
2030019261112,2024/12/24 18:09:01,НАТАЛьЯ вАСИЛЬева,+7(9932)18-65,1,КОРМ ДЛЯ СобАК,4,1712.38,287.62,caNCElled,подарок вовремя,2024/12/01,6216898129933371
2030019261112,2024/12/24 18:09:01,НАТАЛьЯ вАСИЛЬева,+7(9932)18-65,4,пОДпиСкА на ГАЗетУ,3,1506.51,293.49,CAnCelled,подарок вовремя,2024/12/01,6216898129933371
2030019260234,2024/12/17 06:31:28,аНна смИрнова,+7 9008 51 19,5,мОлОкО,5,12435.78,2564.22,cANcELlED,Всё отлично!,01.12.2024,3722195607248237
2030019260234,2024/12/17 06:31:28,аНна смИрнова,+7 9008 51 19,1,КоРМ дЛя СОбак,5,2012.75,487.25,cANCELleD,Всё отлично!,01.12.2024,3722195607248237
2030019260234,2024/12/17 06:31:28,аНна смИрнова,+7 9008 51 19,3,АмУНиЦИЯ ДлЯ сОбаК,5,5782.07,217.93,CANCeLled,Всё отлично!,01.12.2024,3722195607248237
2030019260234,2024/12/17 06:31:28,аНна смИрнова,+7 9008 51 19,2,ИгрУШка Мяч,3,841.41,58.59,CanCeLleD,Всё отлично!,01.12.2024,3722195607248237
2030019260234,2024/12/17 06:31:28,аНна смИрнова,+7 9008 51 19,1,КОРМ ДЛя СобаК,1,404.44,95.56,CANceLlED,Всё отлично!,01.12.2024,3722195607248237
2030019259148,2024-12-20 08:02:32,ольгА КуЗнеЦОвА,+7 9040 21 43,2,ИГруШКа мЯЧ,5,1437.19,62.81,cANceLleD,Проверить наличие,2024-12-06,0685118076697251
2030019259148,2024-12-20 08:02:32,ольгА КуЗнеЦОвА,+7 9040 21 43,4,пОдпИскА На гаЗЕту,5,2976.85,23.15,canCElLeD,Проверить наличие,2024-12-06,0685118076697251
2030019259148,2024-12-20 08:02:32,ольгА КуЗнеЦОвА,+7 9040 21 43,1,корм длЯ соБаК,3,1337.65,162.35,cANCeLleD,Проверить наличие,2024-12-06,0685118076697251
2030019258958,2024/12/12 17:16:27,ОлЬгА КуЗнЕЦОВа,+7(9766)28-78,5,молоКО,5,14962.23,37.77,pRocessiNg,Нужно уточнить сроки,2024-12-13,9281143293100028
2030019257828,11.12.2024 12:40,ОЛьгА КуЗнеЦовА,8(9158) 49-77,4,ПоДпИСкА На гаЗетУ,3,1795.49,4.51,PrOCeSSinG,"Задержка с доставкой, печалька...",2024/12/09,7774423671544814
2030019257828,11.12.2024 12:40,ОЛьгА КуЗнеЦовА,8(9158) 49-77,5,мОЛоКО,2,5111.98,888.02,PROcESSiNg,"Задержка с доставкой, печалька...",2024/12/09,7774423671544814
2030019257828,11.12.2024 12:40,ОЛьгА КуЗнеЦовА,8(9158) 49-77,2,иГРуШКа мяч,5,1312.53,187.47,proCESsiNg,"Задержка с доставкой, печалька...",2024/12/09,7774423671544814
2030019257828,11.12.2024 12:40,ОЛьгА КуЗнеЦовА,8(9158) 49-77,1,коРМ ДлЯ Собак,5,2461.61,38.39,proCEssiNg,"Задержка с доставкой, печалька...",2024/12/09,7774423671544814
2030019256296,2024-12-27 06:49:29,аННа смирНова,8(9660) 26-61,5,мОлОКо,5,13612.33,1387.67,prOCESSiNg,Ждём с нетерпением!,2024/12/13,7163316350457164
2030019256296,2024-12-27 06:49:29,аННа смирНова,8(9660) 26-61,2,иГРушка мяч,4,1184.76,15.24,PRocesSINg,Ждём с нетерпением!,2024/12/13,7163316350457164
2030019255184,26.12.2024 10:01,нАтАлЬя ВАСИльева,8(9770) 53-36,1,кОРм длЯ соБак,5,2417.19,82.81,pRoceSsiNg,Нужно уточнить сроки,2024-12-26,5328719063411147
2030019255184,26.12.2024 10:01,нАтАлЬя ВАСИльева,8(9770) 53-36,3,АМуНИЦиЯ дЛя СоБаК,4,4262.66,537.34,prOCesSINg,Нужно уточнить сроки,2024-12-26,5328719063411147
2030019255184,26.12.2024 10:01,нАтАлЬя ВАСИльева,8(9770) 53-36,5,МолОКо,1,2964.58,35.42,ProCessiNg,Нужно уточнить сроки,2024-12-26,5328719063411147
2030019255184,26.12.2024 10:01,нАтАлЬя ВАСИльева,8(9770) 53-36,3,аМУнИцИЯ для сОбАК,3,2924.56,675.44,prOceSsInG,Нужно уточнить сроки,2024-12-26,5328719063411147
2030019254338,2024-12-18 13:00:48,мАРия петРоВА,8(9334) 80-84,5,МолоКо,1,2907.74,92.26,CaNceLlEd,"Задержка с доставкой, печалька...",18.12.2024,1715734763154531
2030019254338,2024-12-18 13:00:48,мАРия петРоВА,8(9334) 80-84,2,ИГруШка мЯч,4,1142.91,57.09,CANCElLEd,"Задержка с доставкой, печалька...",18.12.2024,1715734763154531
2030019254338,2024-12-18 13:00:48,мАРия петРоВА,8(9334) 80-84,3,аМУнИЦия Для сОБАк,3,3493.27,106.73,caNCellED,"Задержка с доставкой, печалька...",18.12.2024,1715734763154531
2030019253390,2024-12-17 05:15:41,ЕЛЕНа нОвИкоВа,+7 9854 72 00,5,молоко,2,5283.58,716.42,ProCesSiNG,Всё отлично!,29.12.2024,2555334297934977
2030019253390,2024-12-17 05:15:41,ЕЛЕНа нОвИкоВа,+7 9854 72 00,2,иГРуШКА МЯч,2,497.87,102.13,PrOcesSIng,Всё отлично!,29.12.2024,2555334297934977
2030019253390,2024-12-17 05:15:41,ЕЛЕНа нОвИкоВа,+7 9854 72 00,5,МОЛокО,3,8227.6,772.4,pROcESSINg,Всё отлично!,29.12.2024,2555334297934977
2030019253390,2024-12-17 05:15:41,ЕЛЕНа нОвИкоВа,+7 9854 72 00,1,кОрм дЛя собАк,5,2394.39,105.61,pRoCEssinG,Всё отлично!,29.12.2024,2555334297934977
2030019253390,2024-12-17 05:15:41,ЕЛЕНа нОвИкоВа,+7 9854 72 00,1,кОРМ для СоБАК,3,1462.3,37.7,PRocESsing,Всё отлично!,29.12.2024,2555334297934977
2030019252211,2024-12-22 23:38:29,ОлЬга КуЗНЕЦОВА,8(9759) 06-80,1,корМ ДЛя СОбАк,5,2410.77,89.23,cANCELlEd,спасибо за заказ,2024/12/28,5722394385730472
2030019252211,2024-12-22 23:38:29,ОлЬга КуЗНЕЦОВА,8(9759) 06-80,2,ИГрушкА МЯч,1,297.97,2.03,caNcEllEd,спасибо за заказ,2024/12/28,5722394385730472
2030019251341,07.12.2024 09:32,АЛЕкСеЙ МИхАЙлов,8(9627) 15-78,2,иГрУшКа мЯЧ,2,580.65,19.35,CanCelLED,Проверить наличие,2024-12-24,8404983115234249
2030019250626,13.12.2024 15:05,ДМИТриЙ куЗНЕцоВ,+7 9071 48 42,5,молОкО,3,7836.0,1164.0,pRocesSing,Всё отлично!,2024/12/22,5192030034851777
